severity,code,review,scope,ncts,message
P1,R06,HEMOPHILIA_FACTOR_PROPHYLAXIS_REVIEW,review,,"Random-effects log-OR pool (0.161, k=9) diverges from median publishedHR (0.320) by |Δlog|=0.69"
P1,R06,HEMOPHILIA_GENE_THERAPY_REVIEW,review,,"Random-effects log-OR pool (23.594, k=3) diverges from median publishedHR (0.130) by |Δlog|=5.20"
P1,R06,HEMOPHILIA_NEW_AGENTS_NMA_REVIEW,review,,"Random-effects log-OR pool (0.179, k=10) diverges from median publishedHR (0.360) by |Δlog|=0.70"
P1,R06,HEPATITIS_HCV_DAA_REVIEW,review,,"Random-effects log-OR pool (135.176, k=2) diverges from median publishedHR (1.190) by |Δlog|=4.73"
P1,R06,HEP_D_BULEVIRTIDE_NMA_REVIEW,review,,"Random-effects log-OR pool (7.182, k=6) diverges from median publishedHR (3.500) by |Δlog|=0.72"
P1,R06,HIV_ART_FIRSTLINE_REVIEW,review,,"Random-effects log-OR pool (1.985, k=2) diverges from median publishedHR (1.120) by |Δlog|=0.57"
P1,R06,HYPERKALEMIA_K_BINDER_NMA_REVIEW,review,,"Random-effects log-OR pool (10.841, k=8) diverges from median publishedHR (2.200) by |Δlog|=1.59"
P1,R06,IL_PSORIASIS_NMA_REVIEW,review,,"Random-effects log-OR pool (26.079, k=18) diverges from median publishedHR (74.830) by |Δlog|=1.05"
P1,R06,ITP_NEW_AGENTS_REVIEW,review,,"Random-effects log-OR pool (7.025, k=8) diverges from median publishedHR (3.000) by |Δlog|=0.85"
P1,R06,JAKI_AD_REVIEW,review,,"Random-effects log-OR pool (13.219, k=4) diverges from median publishedHR (7.430) by |Δlog|=0.58"
P1,R06,JAK_RA_REVIEW,review,,"Random-effects log-OR pool (3.449, k=12) diverges from median publishedHR (1.740) by |Δlog|=0.68"
P1,R06,LU_PSMA_MCRPC_REVIEW,review,,"Random-effects log-OR pool (0.242, k=2) diverges from median publishedHR (0.430) by |Δlog|=0.57"
P1,R06,LYMPHOMA_BISPECIFIC_CD20_REVIEW,review,,"Random-effects log-OR pool (1.935, k=3) diverges from median publishedHR (0.690) by |Δlog|=1.03"
P1,R06,MASH_DRUGS_REVIEW,review,,"Random-effects log-OR pool (3.293, k=10) diverges from median publishedHR (1.910) by |Δlog|=0.54"
P1,R06,MASTOCYTOSIS_NEW_NMA_REVIEW,review,,"Random-effects log-OR pool (15.856, k=2) diverges from median publishedHR (1.710) by |Δlog|=2.23"
P1,R06,MPOX_VACCINE_NMA_REVIEW,review,,"Random-effects log-OR pool (1415.792, k=4) diverges from median publishedHR (17.500) by |Δlog|=4.39"
P1,R06,NEUROENDOCRINE_PITUITARY_NMA_REVIEW,review,,"Random-effects log-OR pool (25.260, k=8) diverges from median publishedHR (2.000) by |Δlog|=2.54"
P1,R06,NSCLC_TARGETED_RARE_DRIVER_REVIEW,review,,"Random-effects log-OR pool (2.567, k=3) diverges from median publishedHR (0.660) by |Δlog|=1.36"
P1,R06,OBESITY_DUAL_TRIPLE_AGONIST_REVIEW,review,,"Random-effects log-OR pool (7.939, k=7) diverges from median publishedHR (3.050) by |Δlog|=0.96"
P1,R06,OPIOID_INDUCED_CONSTIPATION_REVIEW,review,,"Random-effects log-OR pool (2.952, k=9) diverges from median publishedHR (1.730) by |Δlog|=0.53"
P1,R06,OUD_NEW_AGENTS_NMA_REVIEW,review,,"Random-effects log-OR pool (3.683, k=6) diverges from median publishedHR (1.590) by |Δlog|=0.84"
P1,R06,PARP_OVARIAN_REVIEW,review,,"Random-effects log-OR pool (0.191, k=3) diverges from median publishedHR (0.590) by |Δlog|=1.13"
P1,R06,PBC_NEW_AGENTS_REVIEW,review,,"Random-effects log-OR pool (18.722, k=7) diverges from median publishedHR (7.070) by |Δlog|=0.97"
P1,R06,PCSK9_INHIBITORS_CV_REVIEW,review,,"Random-effects log-OR pool (6.028, k=10) diverges from median publishedHR (3.650) by |Δlog|=0.50"
P1,R06,PEDIATRIC_PSORIASIS_BIOLOGIC_NMA_REVIEW,review,,"Random-effects log-OR pool (72.714, k=5) diverges from median publishedHR (6.270) by |Δlog|=2.45"
P1,R06,PERIPHERAL_DCB_PAD_NMA_REVIEW,review,,"Random-effects log-OR pool (2.198, k=8) diverges from median publishedHR (1.320) by |Δlog|=0.51"
P1,R06,PFA_AF_PULSED_FIELD_REVIEW,review,,"Random-effects log-OR pool (224.909, k=4) diverges from median publishedHR (1.500) by |Δlog|=5.01"
P1,R06,PFIC_CHOLESTATIC_PRURITUS_NMA_REVIEW,review,,"Random-effects log-OR pool (11.332, k=3) diverges from median publishedHR (3.920) by |Δlog|=1.06"
P1,R06,PFO_STROKE_CLOSURE_NMA_REVIEW,review,,"Random-effects log-OR pool (0.442, k=7) diverges from median publishedHR (0.250) by |Δlog|=0.57"
P1,R06,PNH_NEW_COMPLEMENT_REVIEW,review,,"Random-effects log-OR pool (8.522, k=5) diverges from median publishedHR (1.020) by |Δlog|=2.12"
P1,R06,POEM_ACHALASIA_NMA_REVIEW,review,,"Random-effects log-OR pool (2.181, k=6) diverges from median publishedHR (1.230) by |Δlog|=0.57"
P1,R06,PRESBYOPIA_NEW_NMA_REVIEW,review,,"Random-effects log-OR pool (19.507, k=3) diverges from median publishedHR (7.800) by |Δlog|=0.92"
P1,R06,PSA_BIOLOGICS_REVIEW,review,,"Random-effects log-OR pool (4.500, k=4) diverges from median publishedHR (2.040) by |Δlog|=0.79"
P1,R06,RECURRENT_PERICARDITIS_NMA_REVIEW,review,,"Random-effects log-OR pool (0.013, k=2) diverges from median publishedHR (0.180) by |Δlog|=2.63"
P1,R06,SCD_NEW_THERAPY_BROAD_NMA_REVIEW,review,,"Random-effects log-OR pool (1.641, k=4) diverges from median publishedHR (0.880) by |Δlog|=0.62"
P1,R06,SEVERE_ASTHMA_NMA_REVIEW,review,,"Random-effects log-OR pool (0.211, k=5) diverges from median publishedHR (0.500) by |Δlog|=0.86"
P1,R06,SMA_TREATMENTS_BROAD_REVIEW,review,,"Random-effects log-OR pool (6.851, k=4) diverges from median publishedHR (0.930) by |Δlog|=2.00"
P1,R06,T1D_CLOSED_LOOP_NMA_REVIEW,review,,"Random-effects log-OR pool (2.329, k=9) diverges from median publishedHR (11.000) by |Δlog|=1.55"
P1,R06,TB_BPaL_NEW_NMA_REVIEW,review,,"Random-effects log-OR pool (4.309, k=3) diverges from median publishedHR (1.250) by |Δlog|=1.24"
P1,R06,TRICUSPID_TEER_TMVR_NMA_REVIEW,review,,"Random-effects log-OR pool (3.393, k=5) diverges from median publishedHR (1.820) by |Δlog|=0.62"
P1,R06,TTP_NEW_AGENTS_NMA_REVIEW,review,,"Random-effects log-OR pool (8.397, k=2) diverges from median publishedHR (0.610) by |Δlog|=2.62"
P1,T01,ANTIPSYCHOTICS_SCHIZO_REVIEW,trial,LEGACY-OLANZAPINE-PIVOTAL,Invalid NCT ID format: 'LEGACY-OLANZAPINE-PIVOTAL'
P1,T01,ANTIPSYCHOTICS_SCHIZO_REVIEW,trial,LEGACY-RISPERIDONE-PIVOTAL,Invalid NCT ID format: 'LEGACY-RISPERIDONE-PIVOTAL'
P1,T01,ANTIPSYCHOTICS_SCHIZO_REVIEW,trial,LEGACY-QUETIAPINE-PIVOTAL,Invalid NCT ID format: 'LEGACY-QUETIAPINE-PIVOTAL'
P1,T01,ANTIPSYCHOTICS_SCHIZO_REVIEW,trial,LEGACY-ARIPIPRAZOLE-PIVOTAL,Invalid NCT ID format: 'LEGACY-ARIPIPRAZOLE-PIVOTAL'
P1,T01,ANTIPSYCHOTICS_SCHIZO_REVIEW,trial,LEGACY-ZIPRASIDONE-PIVOTAL,Invalid NCT ID format: 'LEGACY-ZIPRASIDONE-PIVOTAL'
P1,T01,ANTIPSYCHOTICS_SCHIZO_REVIEW,trial,LEGACY-PALIPERIDONE-PIVOTAL,Invalid NCT ID format: 'LEGACY-PALIPERIDONE-PIVOTAL'
P1,T01,ANTIPSYCHOTICS_SCHIZO_REVIEW,trial,LEGACY-LURASIDONE-PIVOTAL,Invalid NCT ID format: 'LEGACY-LURASIDONE-PIVOTAL'
P1,T01,ANTIPSYCHOTICS_SCHIZO_REVIEW,trial,LEGACY-HALOPERIDOL-PIVOTAL,Invalid NCT ID format: 'LEGACY-HALOPERIDOL-PIVOTAL'
P1,T01,ANTIVEGF_NAMD_NMA_REVIEW,trial,ISRCTN92166560,Invalid NCT ID format: 'ISRCTN92166560'
P1,T01,ARDS_PRONE_POSITIONING_REVIEW,trial,NCT04553575b,Invalid NCT ID format: 'NCT04553575b'
P1,T01,CD_BIOLOGICS_NMA_REVIEW,trial,LEGACY-PRENCT-ACCENT-1,Invalid NCT ID format: 'LEGACY-PRENCT-ACCENT-1'
P1,T01,CD_BIOLOGICS_NMA_REVIEW,trial,LEGACY-PRENCT-CLASSIC-1,Invalid NCT ID format: 'LEGACY-PRENCT-CLASSIC-1'
P1,T01,COLCHICINE_CVD_REVIEW,trial,ACTRN-LODOCO2,Invalid NCT ID format: 'ACTRN-LODOCO2'
P1,T01,COLCHICINE_CVD_REVIEW,trial,ACTRN-COPS,Invalid NCT ID format: 'ACTRN-COPS'
P1,T01,COVID19_HOSPITALIZED_TX_REVIEW,trial,NCT04381936c,Invalid NCT ID format: 'NCT04381936c'
P1,T01,COVID19_HOSPITALIZED_TX_REVIEW,trial,NCT04381936d,Invalid NCT ID format: 'NCT04381936d'
P1,T01,COVID19_HOSPITALIZED_TX_REVIEW,trial,NCT04381936e,Invalid NCT ID format: 'NCT04381936e'
P1,T01,CRYPTOCOCCAL_MENINGITIS_AFRICA_REVIEW,trial,LEGACY-ISRCTN-45035509-ACTA,Invalid NCT ID format: 'LEGACY-ISRCTN-45035509-ACTA'
P1,T01,CRYPTOCOCCAL_MENINGITIS_AFRICA_REVIEW,trial,LEGACY-ISRCTN-72509687-AMBITION-CM,Invalid NCT ID format: 'LEGACY-ISRCTN-72509687-AMBITION-CM'
P1,T01,EBOLA_VACCINE_REVIEW,trial,LEGACY-PACTR-EBOLA-CI-RING,Invalid NCT ID format: 'LEGACY-PACTR-EBOLA-CI-RING'
P1,T01,FRAGILITY_FRACTURE_REVIEW,trial,LEGACY-VERT-1999,Invalid NCT ID format: 'LEGACY-VERT-1999'
P1,T01,HIV_ART_FIRSTLINE_REVIEW,trial,NCT03122262_TDF,Invalid NCT ID format: 'NCT03122262_TDF'
P1,T01,HPV_DOSE_REDUCTION_REVIEW,trial,NCT03675256_NONAV,Invalid NCT ID format: 'NCT03675256_NONAV'
P1,T01,INTENSIVE_BP_REVIEW,trial,NCT01206062_SENIOR,Invalid NCT ID format: 'NCT01206062_SENIOR'
P1,T01,INTENSIVE_BP_REVIEW,trial,NCT01206062_CKD,Invalid NCT ID format: 'NCT01206062_CKD'
P1,T01,JAKI_RA_NMA_REVIEW,trial,NCT02889796B,Invalid NCT ID format: 'NCT02889796B'
P1,T01,LIVER_TRANSPLANT_HCV_NMA_REVIEW,trial,NCT04449003b,Invalid NCT ID format: 'NCT04449003b'
P1,T01,MEDITERRANEAN_DIET_CV_REVIEW,trial,LEGACY-ISRCTN-35739639-PREDIMED,Invalid NCT ID format: 'LEGACY-ISRCTN-35739639-PREDIMED'
P1,T01,MEDITERRANEAN_DIET_CV_REVIEW,trial,LEGACY-ISRCTN-89898870-PREDIMEDPLUS,Invalid NCT ID format: 'LEGACY-ISRCTN-89898870-PREDIMEDPLUS'
P1,T01,MENTAL_HEALTH_FRIENDSHIP_BENCH_REVIEW,trial,LEGACY-PACTR-FRIENDSHIP-BENCH,Invalid NCT ID format: 'LEGACY-PACTR-FRIENDSHIP-BENCH'
P1,T01,OMEGA3_HIGHDOSE_CV_REVIEW,trial,UMIN000012069,Invalid NCT ID format: 'UMIN000012069'
P1,T01,PEDIATRIC_HIV_ART_REVIEW,trial,LEGACY-ISRCTN-69078957-CHAPAS-3,Invalid NCT ID format: 'LEGACY-ISRCTN-69078957-CHAPAS-3'
P1,T01,PEDIATRIC_HIV_ART_REVIEW,trial,LEGACY-ISRCTN-24791884-ARROW,Invalid NCT ID format: 'LEGACY-ISRCTN-24791884-ARROW'
P1,T01,PEGCETACOPLAN_GA_REVIEW,trial,NCT03525613_PEOM,Invalid NCT ID format: 'NCT03525613_PEOM'
P1,T01,PEGCETACOPLAN_GA_REVIEW,trial,NCT03525600_PEOM,Invalid NCT ID format: 'NCT03525600_PEOM'
P1,T01,PNEUMONIA_AMOXICILLIN_DURATION_REVIEW,trial,LEGACY-ISRCTN-76888927-CAP-IT,Invalid NCT ID format: 'LEGACY-ISRCTN-76888927-CAP-IT'
P1,T01,POSTPARTUM_HEMORRHAGE_REVIEW,trial,LEGACY-ISRCTN-76912190-WOMAN,Invalid NCT ID format: 'LEGACY-ISRCTN-76912190-WOMAN'
P1,T01,POSTPARTUM_HEMORRHAGE_REVIEW,trial,LEGACY-ISRCTN-95444399-CHAMPION,Invalid NCT ID format: 'LEGACY-ISRCTN-95444399-CHAMPION'
P1,T01,PREGNANCY_IRON_FCM_REVIEW,trial,LEGACY-ANZCTR-12618001268235-FCM,Invalid NCT ID format: 'LEGACY-ANZCTR-12618001268235-FCM'
P1,T01,RENAL_DENERV_REVIEW,trial,NCT02439749_ON,Invalid NCT ID format: 'NCT02439749_ON'
P1,T01,RENAL_DENERV_REVIEW,trial,NCT02439749_OFF,Invalid NCT ID format: 'NCT02439749_OFF'
P1,T01,SEVERE_PEDIATRIC_FEBRILE_AFRICA_REVIEW,trial,LEGACY-ISRCTN-50258054-AQUAMAT,Invalid NCT ID format: 'LEGACY-ISRCTN-50258054-AQUAMAT'
P1,T01,SEVERE_PEDIATRIC_FEBRILE_AFRICA_REVIEW,trial,LEGACY-ISRCTN-69856593-FEAST,Invalid NCT ID format: 'LEGACY-ISRCTN-69856593-FEAST'
P1,T01,SEVERE_PEDIATRIC_FEBRILE_AFRICA_REVIEW,trial,LEGACY-ISRCTN-84086586-TRACT,Invalid NCT ID format: 'LEGACY-ISRCTN-84086586-TRACT'
P1,T01,TAVR_LOW_RISK_REVIEW,trial,ISRCTN57819173,Invalid NCT ID format: 'ISRCTN57819173'
P1,T01,TXA_NONCARDIAC_SURGERY_REVIEW,trial,ISRCTN76912190,Invalid NCT ID format: 'ISRCTN76912190'
P1,T01,TYVAC_TYPHOID_REVIEW,trial,ISRCTN43385572,Invalid NCT ID format: 'ISRCTN43385572'
P1,T01,TYVAC_TYPHOID_REVIEW,trial,ISRCTN11643110,Invalid NCT ID format: 'ISRCTN11643110'
P1,T01,VITAMIN_D_FRACTURE_FALL_REVIEW,trial,LEGACY-ACTRN12613000743763-DHEALTH,Invalid NCT ID format: 'LEGACY-ACTRN12613000743763-DHEALTH'
P1,T01,VITAMIN_D_FRACTURE_FALL_REVIEW,trial,LEGACY-ACTRN12611000402943-VIDA,Invalid NCT ID format: 'LEGACY-ACTRN12611000402943-VIDA'
P1,T01,YELLOW_FEVER_FRACTIONAL_REVIEW,trial,LEGACY-NONNCT-CASEY-2019-YF,Invalid NCT ID format: 'LEGACY-NONNCT-CASEY-2019-YF'
P1,T04,DUCHENNE_GENE_THERAPY_REVIEW,trial,NCT01396239,"Implausibly small N: tN=8, cN=4"
P1,T05b,ALS_NEW_AGENTS_NMA_REVIEW,trial,NCT02623699,"Sign-mixed effect: HR=1.2, LCI=-3.2, UCI=5.6 — scale confusion likely"
P1,T05b,ALS_NEW_AGENTS_NMA_REVIEW,trial,NCT04165616,"Sign-mixed effect: HR=0.31, LCI=-1.21, UCI=1.83 — scale confusion likely"
P1,T05b,ALS_NEW_AGENTS_NMA_REVIEW,trial,NCT01285583,"Sign-mixed effect: HR=1.41, LCI=-0.32, UCI=3.14 — scale confusion likely"
P1,T05b,ALS_NEW_AGENTS_NMA_REVIEW,trial,NCT03491462,"Sign-mixed effect: HR=1.6, LCI=-0.7, UCI=3.9 — scale confusion likely"
P1,T05b,ALS_NEW_AGENTS_NMA_REVIEW,trial,NCT04203797,"Sign-mixed effect: HR=0.6, LCI=-0.9, UCI=2.1 — scale confusion likely"
P1,T05b,ANTIAMYLOID_AD_NMA_REVIEW,trial,NCT02484547,"Sign-mixed effect: HR=0.03, LCI=-0.26, UCI=0.32 — scale confusion likely"
P1,T05b,ANTIAMYLOID_AD_NMA_REVIEW,trial,NCT03444870,"Sign-mixed effect: HR=-0.31, LCI=-0.66, UCI=0.05 — scale confusion likely"
P1,T05b,ANTIAMYLOID_AD_NMA_REVIEW,trial,NCT03443973,"Sign-mixed effect: HR=-0.19, LCI=-0.55, UCI=0.17 — scale confusion likely"
P1,T05b,ANTIAMYLOID_AD_NMA_REVIEW,trial,NCT01900665,"Sign-mixed effect: HR=-0.1, LCI=-0.26, UCI=0.07 — scale confusion likely"
P1,T05b,ANTIAMYLOID_AD_REVIEW,trial,NCT02484547,"Sign-mixed effect: HR=0.03, LCI=-0.26, UCI=0.32 — scale confusion likely"
P1,T05b,ANTIVEGF_NAMD_NMA_REVIEW,trial,NCT00509795,"Sign-mixed effect: HR=0.5, LCI=-1.1, UCI=2.1 — scale confusion likely"
P1,T05b,ANTIVEGF_NAMD_NMA_REVIEW,trial,NCT00637377,"Sign-mixed effect: HR=0.6, LCI=-1.1, UCI=2.3 — scale confusion likely"
P1,T05b,ANTIVEGF_NAMD_NMA_REVIEW,trial,NCT03823287,"Sign-mixed effect: HR=0.7, LCI=-0.65, UCI=2.05 — scale confusion likely"
P1,T05b,ANTIVEGF_NAMD_NMA_REVIEW,trial,NCT03823300,"Sign-mixed effect: HR=0.5, LCI=-0.85, UCI=1.85 — scale confusion likely"
P1,T05b,ANTIVEGF_NAMD_NMA_REVIEW,trial,NCT04423718,"Sign-mixed effect: HR=1.0, LCI=-0.4, UCI=2.5 — scale confusion likely"
P1,T05b,ANTIVEGF_NAMD_NMA_REVIEW,trial,NCT02307682,"Sign-mixed effect: HR=-0.2, LCI=-1.5, UCI=1.1 — scale confusion likely"
P1,T05b,ANTIVEGF_NAMD_NMA_REVIEW,trial,NCT02434328,"Sign-mixed effect: HR=0.7, LCI=-0.6, UCI=2.0 — scale confusion likely"
P1,T05b,ANTIVEGF_NAMD_NMA_REVIEW,trial,NCT00593450,"Sign-mixed effect: HR=-0.5, LCI=-2.5, UCI=1.5 — scale confusion likely"
P1,T05b,ANTIVEGF_NAMD_NMA_REVIEW,trial,ISRCTN92166560,"Sign-mixed effect: HR=-1.37, LCI=-3.75, UCI=1.01 — scale confusion likely"
P1,T05b,BPH_PROCEDURAL_NMA_REVIEW,trial,NCT02505919,"Sign-mixed effect: HR=-1.7, LCI=-3.6, UCI=0.2 — scale confusion likely"
P1,T05b,BPH_PROCEDURAL_NMA_REVIEW,trial,NCT05085848,"Sign-mixed effect: HR=-2.5, LCI=-5.0, UCI=0.0 — scale confusion likely"
P1,T05b,CARDIAC_LBBP_CRT_NMA_REVIEW,trial,NCT04305561,"Sign-mixed effect: HR=1.5, LCI=-3.5, UCI=6.5 — scale confusion likely"
P1,T05b,CARDIAC_LBBP_CRT_NMA_REVIEW,trial,NCT03734991,"Sign-mixed effect: HR=2.5, LCI=-0.5, UCI=5.5 — scale confusion likely"
P1,T05b,CTEPH_NMA_REVIEW,trial,NCT04199604,"Sign-mixed effect: HR=-8.0, LCI=-22.0, UCI=6.0 — scale confusion likely"
P1,T05b,DIABETIC_MACULAR_EDEMA_REVIEW,trial,NCT03622580,"Sign-mixed effect: HR=-0.2, LCI=-2.1, UCI=1.7 — scale confusion likely"
P1,T05b,DIABETIC_MACULAR_EDEMA_REVIEW,trial,NCT03622593,"Sign-mixed effect: HR=1.5, LCI=-0.4, UCI=3.4 — scale confusion likely"
P1,T05b,DIABETIC_RETINOPATHY_REVIEW,trial,NCT01489189,"Sign-mixed effect: HR=2.2, LCI=-0.5, UCI=5.0 — scale confusion likely"
P1,T05b,INCRETINS_T2D_NMA_REVIEW,trial,NCT01624259,"Sign-mixed effect: HR=-0.06, LCI=-0.19, UCI=0.07 — scale confusion likely"
P1,T05b,INCRETINS_T2D_NMA_REVIEW,trial,NCT02863419,"Sign-mixed effect: HR=-0.1, LCI=-0.2, UCI=0.0 — scale confusion likely"
P1,T05b,NEUROENDOCRINE_PITUITARY_NMA_REVIEW,trial,NCT02968004,"Sign-mixed effect: HR=0.05, LCI=-0.3, UCI=0.4 — scale confusion likely"
P1,T05b,NEUROENDOCRINE_PITUITARY_NMA_REVIEW,trial,NCT01515319,"Sign-mixed effect: HR=0.4, LCI=-0.1, UCI=0.9 — scale confusion likely"
